,Cleaned Text
2343,b'RT  \xea\x9c\xb1\xe1\xb4\x84\xe1\xb4\x80\xc9\xb4: \xe1\xb4\x84\xe1\xb4\x8f\xe1\xb4\x8d\xe1\xb4\x98\xca\x9f\xe1\xb4\x87\xe1\xb4\x9b\xe1\xb4\x87\n\xca\x9f\xe1\xb4\x8f\xe1\xb4\x84\xe1\xb4\x80\xe1\xb4\x9b\xc9\xaa\xe1\xb4\x8f\xc9\xb4: \xe1\xb4\x85\xc9\xaa\xea\x9c\xb1\xe1\xb4\x84\xe1\xb4\x8f\xca\x80\xe1\xb4\x85\nDimension:  Discord is here! We want to ensure the best o\xe2\x80\xa6'
2344,"b'RT  \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5FINAL REMINDER FOR AMA, This will be BIG!\n - 2K+ Going \n - BIG NAME SURPRISE GUESTS! \n - HUGE discord annoucement!\n -\xe2\x80\xa6'"
2345,b'RT  Look at the empire we\xe2\x80\x99ve built 
2350,b'What is HTML used for?\n   \n             \n+13158882117 
2351,b'RT           \nbusiness .com domain valued at around 7.5 Mill $\n
2353,b'         \nbusiness .com domain valued at around 7.5 Mill $\n    
2357,"b'Who\xe2\x80\x99s gonna be at the  tomorrow? \xf0\x9f\x91\x80 \n\nIf you\xe2\x80\x99re in the UAE, and attending,  session on NFT ART Renaissance is at 1.30pm on 8th Feb. "
2358,b'       You dont need to transfer if it is the Same contract'
2359,"b""      I've been buying Ethereum on Metamask and transferring it to Saitapro."""
2360,"b'     The Devs have been very quiet about this issue so far. Every investor in USA has been asking about the same lately. So, I decided to move on and used the traditional method instead through CDC or Coinbase buy ETH and transfer it to SaitaPro to buy ST\xf0\x9f\x90\xba or SR\xf0\x9f\x8f\xa1. Hope helps!!'"
2361,b'RT  Should we do another crossover event with  ??? \xf0\x9f\x98\xb3\n\n\xe2\x9c\x85 RT if you think so'
2363,b' Hi sweetie Am from Pakistan now in UAE I want a good girl friend to spend a good life with us who wants love and happiness 00971509778358 wathsapp call me'
2364,"b'RT   Daily routine\n\xe2\x9c\x85 wake up\n\xe2\x9c\x85 check Igor tweet\n\xe2\x9c\x85 like, rt and tag a friend\n\xe2\x9c\x85 sleep'"
2365,b'RT  Daily routine\n\xe2\x9c\x85 wake up\n\xe2\x9c\x85 give away free nfts\n\xe2\x9c\x85 watch dark knight rises\n\xe2\x9c\x85 sleep'
2366,b'RT  You better believe  is going to go crazy with Bitcoin NFTs!\n\nFree Bitcoin NFTs anyone? \n\n\xe2\x9c\x85Retweet \n\xe2\x9c\x85Reply \n\nT\xe2\x80\xa6'
2368,b'RT  1 of 1 NFT w/ Original Art work!\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 Flags of the World\xf0\x9f\x87\xa6\xf0\x9f\x87\xaa\n\n\xe2\x9c\x85 Brief Explainer video of perks and about NFTs by  x\xe2\x80\xa6'
2372,"b'RT  \xf0\x9f\x9a\xa8 HUGE GIVEAWAY ALERT!! \xf0\x9f\x9a\xa8 \n\nThis 51st UAE National Day, we\xe2\x80\x99re giving away up to 51 exclusive NFT\xe2\x80\x99s. Everytime you walk\xe2\x80\xa6'"
2374,"b'Luxury built:\n\xe2\x97\x8f5 bedroom duplex \nOn 3 floors(Ground, 1st and 2nd floors)\nTitle:C of O.\nPrice:600m (slightly negotiable)\n\n\xf0\x9f\x93\xa7 dpgrp           "
2375,b'RT      blessings just bringing to ATTN many people in USA reporting \xe2\x80\x9cFailed Tr\xe2\x80\xa6'
2376,b'    blessings just bringing to ATTN many people in USA reporting \xe2\x80\x9cFailed Transaction\xe2\x80\x9d when trying to use card on  since recent service update'
2378,b'RT  Most economically stable countries:\n\n1.\xf0\x9f\x87\xa8\xf0\x9f\x87\xadSwitzerland\n2.\xf0\x9f\x87\xa9\xf0\x9f\x87\xaaGermany\n3.\xf0\x9f\x87\xa8\xf0\x9f\x87\xa6Canada\n4.\xf0\x9f\x87\xb3\xf0\x9f\x87\xb1Netherlands\n5.\xf0\x9f\x87\xac\xf0\x9f\x87\xa7UK\n6.\xf0\x9f\x87\xa6\xf0\x9f\x87\xbaAustralia\n7.\xf0\x9f\x87\xaf\xf0\x9f\x87\xb5Japan\xe2\x80\xa6'
2380,b' Dear Dopamine Where Is UAE Nft \xf0\x9f\x91\x80'
2384,b'1 of 1 NFT w/ Original Art work!\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 Flags of the World\xf0\x9f\x87\xa6\xf0\x9f\x87\xaa\n\n\xe2\x9c\x85 Brief Explainer video of perks and about NFTs by  x  \n\n  via  \n         
2385,b'Advantages of supply chain management.\n   \n              \n+13158882117 
2386,b'\xe2\x80\x9cThe Covered Path\xe2\x80\x9d\nPicture of a road covered in Sand in the middle of a Desert. Story in Photo\n\n \n\nPrice: 0.1 $ETH\nLocation: UAE \xf0\x9f\x87\xa6\xf0\x9f\x87\xaa \n              \n\n       
2387,"b""RT  Don't miss out on this chance to own a piece of history! The collection is open for bidding, with the UAE bid up to 4555XRP.\xe2\x80\xa6"""
2389,"b'RT  3 days to go!\n\nWe\xe2\x80\x99re a hop, skip and jump away from our official NFT launch. And while you wait, you can hop, skip and\xe2\x80\xa6'"
2391,"b""Stop hiatussy to mark a milestone.\n\nOfficially reached 10x account from the 1st of January (also minted $150 of NFT yesterday, now worth 10x, still holding).\n\nBest thing is the starting $1500 where earned in UAE so I'll have to pay no taxes on any of this.\n\nBack to hiatussy. "
2392,"b'""Make history. Mint your Digital Collectibles for free on Ninsta. Start now!!""\n                 "
2394,b' which is shaping the world or  which has brought a revolution in businesses or  the combo pack  has the expertise to provide you solutions as per your business needs\n     
2396,b'RT   \xe2\x80\x9cThe Covered Path\xe2\x80\x9d\nPicture of a road covered in Sand in the middle of a Desert. Story in Photo\n\n
2398,b'     This. I bought the nft and not paying 199$ when nft holders should get it for free. 
2406,b'RT  \xf0\x9f\x94\xa5TOKYO PUNKS | BAD BUNNIES by SABET\n 100 Bad Bunnies on 2/28/23 Drop Day\n\xe2\x9c\x85 Follow:   
2407,"b'RT  \xf0\x9f\x97\xa3\xef\xb8\x8f Giving away 15 ""Checks - Meme Edition"" to one lucky engagoor!\n\nLike / RT to enter\n\nReply with your favorite meme for bonus\xe2\x80\xa6'"
2408,b'    Is there a link for NFT holders to claim the Black card?'
2412,b'The \xf0\x9f\x87\xaf\xf0\x9f\x87\xb5 Art             
2413,"b""        Have you claimed your 200% bonus on your $BIG purchase yet?LAST BONUS CODE EVER!\n\n\xe2\x8f\xb0'LAUNCHBIGEYES200' expires Monday 20th Feb 23:59 (UTC+0)\xe2\x8f\xb0\n\nUse the promo code LAUNCHBIGEYES200 to get a 200% BONUS on your purchase!\xf0\x9f\x98\xbd\n\n\xf0\x9f\x90\xb1Claim your cute:  "
2421,b' \xe2\x80\x9cThe Covered Path\xe2\x80\x9d\nPicture of a road covered in Sand in the middle of a Desert. Story in Photo\n\n \n\nPrice: 0.1 $ETH\nLocation: UAE \xf0\x9f\x87\xa6\xf0\x9f\x87\xaa            \n\n       
2422,"b'        If you love NFTs, check out   It just launched the first decentralised NFT crowdfunding platform    "
2435,"b""Don't miss out on this chance to own a piece of history! The collection is open for bidding, with the UAE bid up to 4555XRP. \n\nSecure exclusive benefits - priority order the XRPayNet Card, design your own NFT, receive 60% revenue, and MORE! \n\n\xf0\x9f\x94\x97  "
2439,b' \xe2\x80\x9cThe Covered Path\xe2\x80\x9d\nPicture of a road covered in Sand in the middle of a Desert. Story in Photo\n\n \n\nPrice: 0.1 $ETH\nLocation: UAE \xf0\x9f\x87\xa6\xf0\x9f\x87\xaa \n             \n\n 
2440,b'RT  \xe2\x99\xa6\xef\xb8\x8f FREENFT guaranteed whitelist FCFS\xe2\x99\xa6\xef\xb8\x8f\n\n\xe2\x9e\xa2To register  go to the following site and complete the tasks... after c\xe2\x80\xa6'
2442,b'RT  Can we find a new owner for this beauty ENS domain?it would be easy for everyone to sell if we like and retweet each other d\xe2\x80\xa6'
2446,b'Can we find a new owner for this beauty ENS domain?it would be easy for everyone to sell if we like and retweet each other domains \n               
2447,b'\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd Whoop! Just freakin\xe2\x80\x99 made it to..\n\n\xe2\x9e\xa1\xef\xb8\x8fTop 100 LinkedIn \n\n\xe2\x9e\xa1\xef\xb8\x8fNFTNYC Speaker \n\n\xe2\x9e\xa1\xef\xb8\x8fTop 101 women in NFTs\n\n\xe2\x9e\xa1\xef\xb8\x8fUnder-40s Forbes\n\n\xe2\x9e\xa1\xef\xb8\x8fTop Marketers of UAE\n\nYeah. None of that shit.'
2454,b'RT  Crypto Events for Tomorrow\xf0\x9f\x93\x85\n\n2023/01/30 - $AIMX |Arab Health in  UAE\n2023/01/30 - $TAU  v.2.0 Launch\n2023\xe2\x80\xa6'
2457,b'  Nice'
2458,b'RT   Always watching Twitter\xf0\x9f\x91\x80\n 
2459,b'RT  \xf0\x9f\x9a\xa8 CASTAWAYS x FREENFT \xf0\x9f\x9a\xa8\n\nVery excited to announce that we will be hosting the Gen 2 Islands WL for  at Free\xe2\x80\xa6'
2460,b'RT  Here it is!!\nThe  article highlighting the purchases of 34 Genesis Characters from  !\n
2461,"b""RT  Let's talk about Gen 2 Treasure Chests! "
2462,"b'RT  For every Treasure Chest that you have opened, burned, or currently own, you will receive a Generation 2 Treasure Chest a\xe2\x80\xa6'"
2463,b'RT  Generation 2 Treasure Chests contain all of the prizes remaining from the previous generation:\n\n22 Gen 1 Islands\n26 Genes\xe2\x80\xa6'
2464,"b'RT  Finally, after being awake for months fishing and farming, you can get a good nights sleep "
2465,"b""   Hey am here to inform you all about an nft which just listed at 200ETh , actually it not for all but for some special breeds,that why I created that ..three pieces of it in different Angle of creation is available..don't forget it not for all.\n"
2467,"b"" Hey am here to inform you all about an nft which just listed  , actually it not for all but for some special breeds,that why I created that ..three pieces of it in different Angle of creation is available..don't forget it not for all.\n"
2468,"b"" Hey am here to inform you all about an nft which just listed at 200ETh , actually it not for all but for some special breeds,that why I created that ..three pieces of it in different Angle of creation is available..don't forget it not for all.\n"
2470,"b"" Hey am here to inform you all about an nft which just listed at 200ETh , actually it not for all but for some special breeds,that why I created that ..three pieces of it in different Angle of creation is available..don't forget it not for all.\n "
2472,"b""   Hello, you're looking for the right crowdfunding platform,   got you - the first decentralized crowdfunding platform that runs on all major EVM chains        "
2483,"b'RT  Plenty of Arabic, and  domains available.    \n\n"
2490,b'\xe2\x80\x9cThe Covered Path\xe2\x80\x9d\nPicture of a road covered in Sand in the middle of a Desert. Story in Photo\n\n  \n\nPrice: 0.1 $ETH\nLocation: UAE \xf0\x9f\x87\xa6\xf0\x9f\x87\xaa \n        
2491,b'RT  Do you want access to exclusive deals &amp; events across the UAE? Holding any of our exclusive collection from  will op\xe2\x80\xa6'
2492,b'Do you want access to exclusive deals &amp; events across the UAE? Holding any of our exclusive collection from  will open many doors. What offers would you like access to? \n\n      
2496,"b""   Have you claimed your 200% bonus on your $BIG purchase yet?LAST BONUS CODE EVER!\n\n\xe2\x8f\xb0'LAUNCHBIGEYES200' expires Monday 20th Feb 23:59 (UTC+0)\xe2\x8f\xb0\n\nUse the promo code LAUNCHBIGEYES200 to get a 200% BONUS on your purchase!\xf0\x9f\x98\xbd\n\n\xf0\x9f\x90\xb1Claim your cute: "
2500,b'RT  \xf0\x9f\x93\xa3\xf0\x9f\x93\xa3 Let\xe2\x80\x99s give a BIG WELCOME to  for joining MBuddy Ecosystem! \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\n\xf0\x9f\x94\xa59639 items landing on the  blo\xe2\x80\xa6'
2502,b'RT  INTERESTED PARTNERS \xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\n\nWe are getting a MASSIVE load of inbound requests for partnerships with FreeNFT.\n\n
2503,b'RT  CASTAWAYS. \n\nGEN 2 ISLANDS MINT OPENS NEXT WEEK.\n\nNEW CRITICAL RESOURCES!\n\n500 SUPPLY!\n\nFREE!\n\nWANT TO ACCESS THE MINES EA\xe2\x80\xa6'
2504,"b'RT  Since last night,  has added 65k followers\xe2\x80\xa6 wow \xf0\x9f\x98\xb3 \n\nI\xe2\x80\x99m overwhelmed by the excitement, passion and supp\xe2\x80\xa6'"
2505,"b'RT  Big thank you to everyone who attended our  LIVE LAUNCH yesterday. For those of you who missed out, her\xe2\x80\xa6'"
2506,"b'RT  ANNOUNCING THE DIMENSIONALS MULTIVERSE!\n\nAn epic web3 gaming multiverse, with heroes to collect from every Dimension! W\xe2\x80\xa6'"
2507,b'RT  Announcing KOA and his pet robot EVE! They\xe2\x80\x99re best buddies and our two main hero\xe2\x80\x99s in a journey through the multiverse\xe2\x80\xa6'
2508,b'RT  But activating a stone is extremely dangerous.. there is a corruption spreading through the threads of the multiverse.\xe2\x80\xa6'
2509,b'RT  \xea\x9c\xb1\xe1\xb4\x84\xe1\xb4\x80\xc9\xb4: \xe1\xb4\x84\xe1\xb4\x8f\xe1\xb4\x8d\xe1\xb4\x98\xca\x9f\xe1\xb4\x87\xe1\xb4\x9b\xe1\xb4\x87\n\xca\x9f\xe1\xb4\x8f\xe1\xb4\x84\xe1\xb4\x80\xe1\xb4\x9b\xc9\xaa\xe1\xb4\x8f\xc9\xb4: \xe1\xb4\x8d\xe1\xb4\x9c\xca\x9f\xe1\xb4\x9b\xc9\xaa\xe1\xb4\xa0\xe1\xb4\x87\xca\x80\xea\x9c\xb1\xe1\xb4\x80\xca\x9f\n\xe1\xb4\x8f\xca\x80\xc9\xaa\xc9\xa2\xc9\xaa\xc9\xb4: \xe1\xb4\x9c\xc9\xb4\xe1\xb4\x8b\xc9\xb4\xe1\xb4\x8f\xe1\xb4\xa1\xc9\xb4\n\xe1\xb4\x98\xe1\xb4\x8f\xe1\xb4\xa1\xe1\xb4\x87\xca\x80 \xca\x9f\xe1\xb4\x87\xe1\xb4\xa0\xe1\xb4\x87\xca\x9f: \xc9\xaa\xc9\xb4\xea\x9c\xb0\xc9\xaa\xc9\xb4\xc9\xaa\xe1\xb4\x9b\xe1\xb4\x87\nIntroducing the most powerful force in the\xe2\x80\xa6'
2510,b'RT  My favourite job interview question: what\xe2\x80\x99s the part of your job you have the most fun doing? \n\nHire people into roles\xe2\x80\xa6'
2511,"b'\xf0\x9f\x9a\xa8 UAE NFT - Keypass 1431  may have been stolen, 1 tokens worth 1\xce\x9e\n        \nfrom: 0x159feb6a973e41c124ca92e9da5284c15048e839\nto: 0x8b26a9ce34c71f10cff392bf62f3112743ca1740\n\n  NFT - Keypass  "
2512,b'\xe2\x80\x9cThe Covered Path\xe2\x80\x9d\nPicture of a road covered in Sand in the middle of a Desert. Story in Photo\n\n \n\nPrice: 0.1 $ETH\nLocation: UAE \xf0\x9f\x87\xa6\xf0\x9f\x87\xaa \n               \n\n       
2514,b'RT  Ozark will happy people \n\nYou can try it\xf0\x9f\x98\x89\n  
2515,b'RT  KARAFURU x EARPITZ \xf0\x9f\x8c\x88\n\n3x Allowlist Spots Giveaway To Enter: \n\xf0\x9f\x92\xab Like and Retweet \n\xf0\x9f\x92\xab Follow   Tag 3\xe2\x80\xa6'
2518,"b'I\'m so happy to own all of the   and to be part of the fantastic journey \xf0\x9f\x98\x8d:\n\n\xe2\x80\xa2 All 7 UAENFTs ""From Desert to Mars"" \n\xe2\x80\xa2 UAENFT \xe2\x80\x93 Keypass  2117 \xe2\x80\x93 Citizenship  Habitation  hope to visit the  for the first time this year, must be fantastic.'"
2522,b'RT  What if we all retweeted this LFG post right now?! \n\nLFG!!!!!! \xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80'
2523,b'RT  Who\xe2\x80\x99s up? It\xe2\x80\x99s my birthday now!'
2524,b'RT  We have built something truly Devious \n\nWebsite:  \n\nPS - Beware of devilish consequences! \xf0\x9f\xa4\xaa\n\nTo\xe2\x80\xa6'
2525,b'RT  I see the child of Ozark\xf0\x9f\x98\x8a\n  
2526,b'  I thought they are still testing it... Btw can someone please explain me what does it mean 500$ NFT voucher that we got who purchased the black one?! Thanks'
2529,b'out the first physical nft store in UAE. 
2536,"b'""The UAE\'s innovative approach to creating rain is a true marvel! Using cutting-edge technology to tackle the challenges of arid climates and ensure a sustainable future is truly inspiring.     "
2538,"b'RT  In the latest episode of Abu Dhabi Sustainability Week\xe2\x80\x99s  interview series, Dr Sultan Al Jaber, Minister of In\xe2\x80\xa6'"
2540,"b'In the latest episode of Abu Dhabi Sustainability Week\xe2\x80\x99s  interview series, Dr Sultan Al Jaber, Minister of Industry and Advanced Technology and President of  discuses the UAE\xe2\x80\x99s commitment to clean energy transition and sustainable development.'"
2541,"b'International Journal of Technology Management &amp; Sustainable Development 21.3 is out now! \xe2\x99\xbb\xef\xb8\x8f\n\nIncluding \xe2\x80\x98Towards sustainable port management: Comparative evidence from Italy, UAE and India\xe2\x80\x99 by Amol Gore\n\n "
2542,"b'RT  Congratulations to H.E. Dr. Sultan Ahmed AlJaber, Minister Industry &amp; Advanced Technology, on becoming COP28 president.\xe2\x80\xa6'"
2543,b'UAE\xe2\x80\x99s  successfully tests flight powered by sustainable aviation fuel developed using Virent\xe2\x80\x99s technology 
2545,"b'Adopting  and Membrane technology is a crucial step towards clean, safe and sustainable water future for everyone. \n\nCountries like Germany, UAE and all middle east countries have solved their water using the Membrane technology\n   \xf0\x9f\x92\xa7\xf0\x9f\x8c\x8d "
2546,b'ABB AC500 - S500 I/O modules\n\n  PLC System Integrators   Automation &amp; Control Division - Abu Dhabi - UAE\n\nStockists  \n\nRFQ:\nWhatsApp: +971 2 559 9549\nMail Id: shashi      
